layer,gamma_type,alpha,beta,gamma,agreement_type,document,task_type,annotators,Luiza_annotations,Sara_annotations,human_annotator,model,human_annotations,model_annotations,model_a,model_b,model_a_annotations,model_b_annotations,Mistral_annotations,Qwen_annotations,Gemma_annotations
argumentation,standard,1,1,0.019686282,model-human,TED_020,argumentation,Qwen vs Luiza,,,Luiza,Qwen,98,13,,,,,,,
argumentation,soft,1,1,0.009829342,model-human,TED_020,argumentation,Qwen vs Luiza,,,Luiza,Qwen,98,13,,,,,,,
argumentation,standard,1,2,0.036408365,model-human,TED_020,argumentation,Qwen vs Luiza,,,Luiza,Qwen,98,13,,,,,,,
argumentation,soft,1,2,0.02629447,model-human,TED_020,argumentation,Qwen vs Luiza,,,Luiza,Qwen,98,13,,,,,,,
argumentation,standard,1,1,0.025510967,model-human,TED_020,argumentation,Qwen vs Sara,,,Sara,Qwen,100,13,,,,,,,
argumentation,soft,1,1,0.015059888,model-human,TED_020,argumentation,Qwen vs Sara,,,Sara,Qwen,100,13,,,,,,,
argumentation,standard,1,2,0.03338778,model-human,TED_020,argumentation,Qwen vs Sara,,,Sara,Qwen,100,13,,,,,,,
argumentation,soft,1,2,0.022283018,model-human,TED_020,argumentation,Qwen vs Sara,,,Sara,Qwen,100,13,,,,,,,
argumentation,standard,1,1,0.18084157,model-human,TED_020,argumentation,Gemma vs Luiza,,,Luiza,Gemma,98,29,,,,,,,
argumentation,soft,1,1,0.16948014,model-human,TED_020,argumentation,Gemma vs Luiza,,,Luiza,Gemma,98,29,,,,,,,
argumentation,standard,1,2,0.16487199,model-human,TED_020,argumentation,Gemma vs Luiza,,,Luiza,Gemma,98,29,,,,,,,
argumentation,soft,1,2,0.15203875,model-human,TED_020,argumentation,Gemma vs Luiza,,,Luiza,Gemma,98,29,,,,,,,
argumentation,standard,1,1,0.18799347,model-human,TED_020,argumentation,Gemma vs Sara,,,Sara,Gemma,100,29,,,,,,,
argumentation,soft,1,1,0.17021108,model-human,TED_020,argumentation,Gemma vs Sara,,,Sara,Gemma,100,29,,,,,,,
argumentation,standard,1,2,0.17049003,model-human,TED_020,argumentation,Gemma vs Sara,,,Sara,Gemma,100,29,,,,,,,
argumentation,soft,1,2,0.1522913,model-human,TED_020,argumentation,Gemma vs Sara,,,Sara,Gemma,100,29,,,,,,,
argumentation,standard,1,1,0.38855988,model-model-pair,TED_001,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,3,3,,,
argumentation,soft,1,1,0.38855988,model-model-pair,TED_001,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,3,3,,,
argumentation,standard,1,2,0.3007359,model-model-pair,TED_001,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,3,3,,,
argumentation,soft,1,2,0.3007359,model-model-pair,TED_001,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,3,3,,,
argumentation,standard,1,1,0.18578011,model-model-pair,TED_001,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,3,4,,,
argumentation,soft,1,1,0.18291599,model-model-pair,TED_001,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,3,4,,,
argumentation,standard,1,2,0.20236796,model-model-pair,TED_001,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,3,4,,,
argumentation,soft,1,2,0.19961953,model-model-pair,TED_001,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,3,4,,,
argumentation,standard,1,1,0.8267541,model-model-pair,TED_001,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,3,4,,,
argumentation,soft,1,1,0.8257992,model-model-pair,TED_001,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,3,4,,,
argumentation,standard,1,2,0.8319163,model-model-pair,TED_001,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,3,4,,,
argumentation,soft,1,2,0.83101755,model-model-pair,TED_001,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,3,4,,,
argumentation,standard,1,1,0.33751816,model-model-pair,TED_002,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,15,,,
argumentation,soft,1,1,0.32277662,model-model-pair,TED_002,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,15,,,
argumentation,standard,1,2,0.20551556,model-model-pair,TED_002,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,15,,,
argumentation,soft,1,2,0.18388242,model-model-pair,TED_002,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,15,,,
argumentation,standard,1,1,0.29799968,model-model-pair,TED_002,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,18,,,
argumentation,soft,1,1,0.28187096,model-model-pair,TED_002,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,18,,,
argumentation,standard,1,2,0.1516217,model-model-pair,TED_002,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,18,,,
argumentation,soft,1,2,0.12950397,model-model-pair,TED_002,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,18,,,
argumentation,standard,1,1,0.6147758,model-model-pair,TED_002,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,15,18,,,
argumentation,soft,1,1,0.6072651,model-model-pair,TED_002,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,15,18,,,
argumentation,standard,1,2,0.5611925,model-model-pair,TED_002,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,15,18,,,
argumentation,soft,1,2,0.5510597,model-model-pair,TED_002,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,15,18,,,
argumentation,standard,1,1,0.30038244,model-model-pair,TED_004,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,6,,,
argumentation,soft,1,1,0.2998579,model-model-pair,TED_004,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,6,,,
argumentation,standard,1,2,0.3162452,model-model-pair,TED_004,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,6,,,
argumentation,soft,1,2,0.31551594,model-model-pair,TED_004,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,6,,,
argumentation,standard,1,1,0.3589853,model-model-pair,TED_004,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,6,,,
argumentation,soft,1,1,0.3589853,model-model-pair,TED_004,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,6,,,
argumentation,standard,1,2,0.3740487,model-model-pair,TED_004,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,6,,,
argumentation,soft,1,2,0.37396228,model-model-pair,TED_004,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,6,,,
argumentation,standard,1,1,0.821823,model-model-pair,TED_004,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,6,,,
argumentation,soft,1,1,0.82111037,model-model-pair,TED_004,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,6,,,
argumentation,standard,1,2,0.8239139,model-model-pair,TED_004,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,6,,,
argumentation,soft,1,2,0.82321787,model-model-pair,TED_004,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,6,,,
argumentation,standard,1,1,0.52633035,model-model-pair,TED_005,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,9,6,,,
argumentation,soft,1,1,0.528643,model-model-pair,TED_005,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,9,6,,,
argumentation,standard,1,2,0.42609048,model-model-pair,TED_005,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,9,6,,,
argumentation,soft,1,2,0.42448974,model-model-pair,TED_005,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,9,6,,,
argumentation,standard,1,1,0.40533876,model-model-pair,TED_005,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,9,10,,,
argumentation,soft,1,1,0.40349776,model-model-pair,TED_005,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,9,10,,,
argumentation,standard,1,2,0.3648734,model-model-pair,TED_005,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,9,10,,,
argumentation,soft,1,2,0.36296064,model-model-pair,TED_005,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,9,10,,,
argumentation,standard,1,1,0.32300788,model-model-pair,TED_005,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,10,,,
argumentation,soft,1,1,0.36019802,model-model-pair,TED_005,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,10,,,
argumentation,standard,1,2,0.27460963,model-model-pair,TED_005,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,10,,,
argumentation,soft,1,2,0.3111099,model-model-pair,TED_005,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,10,,,
argumentation,standard,1,1,0.09208512,model-model-pair,TED_006,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,25,5,,,
argumentation,soft,1,1,0.08758032,model-model-pair,TED_006,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,25,5,,,
argumentation,standard,1,2,0.03818649,model-model-pair,TED_006,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,25,5,,,
argumentation,soft,1,2,0.03308475,model-model-pair,TED_006,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,25,5,,,
argumentation,standard,1,1,0.088790715,model-model-pair,TED_006,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,25,8,,,
argumentation,soft,1,1,0.085407734,model-model-pair,TED_006,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,25,8,,,
argumentation,standard,1,2,0.0167557,model-model-pair,TED_006,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,25,8,,,
argumentation,soft,1,2,0.013221085,model-model-pair,TED_006,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,25,8,,,
argumentation,standard,1,1,0.6709249,model-model-pair,TED_006,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,soft,1,1,0.6709249,model-model-pair,TED_006,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,standard,1,2,0.59873176,model-model-pair,TED_006,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,soft,1,2,0.59873176,model-model-pair,TED_006,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,standard,1,1,0.49746114,model-model-pair,TED_007,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,15,16,,,
argumentation,soft,1,1,0.4888065,model-model-pair,TED_007,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,15,16,,,
argumentation,standard,1,2,0.4906413,model-model-pair,TED_007,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,15,16,,,
argumentation,soft,1,2,0.4816851,model-model-pair,TED_007,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,15,16,,,
argumentation,standard,1,1,0.5817777,model-model-pair,TED_007,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,15,20,,,
argumentation,soft,1,1,0.5761157,model-model-pair,TED_007,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,15,20,,,
argumentation,standard,1,2,0.56610924,model-model-pair,TED_007,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,15,20,,,
argumentation,soft,1,2,0.5604625,model-model-pair,TED_007,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,15,20,,,
argumentation,standard,1,1,0.59973764,model-model-pair,TED_007,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,16,20,,,
argumentation,soft,1,1,0.5953331,model-model-pair,TED_007,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,16,20,,,
argumentation,standard,1,2,0.6211593,model-model-pair,TED_007,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,16,20,,,
argumentation,soft,1,2,0.61673087,model-model-pair,TED_007,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,16,20,,,
argumentation,standard,1,1,0.18102741,model-model-pair,TED_008,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,12,,,
argumentation,soft,1,1,0.17687464,model-model-pair,TED_008,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,12,,,
argumentation,standard,1,2,0.07511777,model-model-pair,TED_008,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,12,,,
argumentation,soft,1,2,0.06994158,model-model-pair,TED_008,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,19,12,,,
argumentation,standard,1,1,0.20724314,model-model-pair,TED_008,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,17,,,
argumentation,soft,1,1,0.20573115,model-model-pair,TED_008,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,17,,,
argumentation,standard,1,2,0.06414783,model-model-pair,TED_008,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,17,,,
argumentation,soft,1,2,0.06199348,model-model-pair,TED_008,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,19,17,,,
argumentation,standard,1,1,0.75658727,model-model-pair,TED_008,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,17,,,
argumentation,soft,1,1,0.75580853,model-model-pair,TED_008,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,17,,,
argumentation,standard,1,2,0.72564536,model-model-pair,TED_008,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,17,,,
argumentation,soft,1,2,0.7245492,model-model-pair,TED_008,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,17,,,
argumentation,standard,1,1,0.35291904,model-model-pair,TED_010,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,8,5,,,
argumentation,soft,1,1,0.35281843,model-model-pair,TED_010,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,8,5,,,
argumentation,standard,1,2,0.13830626,model-model-pair,TED_010,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,8,5,,,
argumentation,soft,1,2,0.13817441,model-model-pair,TED_010,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,8,5,,,
argumentation,standard,1,1,0.4162864,model-model-pair,TED_010,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,8,8,,,
argumentation,soft,1,1,0.4162864,model-model-pair,TED_010,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,8,8,,,
argumentation,standard,1,2,0.29085404,model-model-pair,TED_010,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,8,8,,,
argumentation,soft,1,2,0.29085404,model-model-pair,TED_010,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,8,8,,,
argumentation,standard,1,1,0.5916507,model-model-pair,TED_010,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,soft,1,1,0.59102523,model-model-pair,TED_010,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,standard,1,2,0.597111,model-model-pair,TED_010,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,soft,1,2,0.5965021,model-model-pair,TED_010,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,5,8,,,
argumentation,standard,1,1,0.07194191,model-model-pair,TED_011,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,39,8,,,
argumentation,soft,1,1,0.06314987,model-model-pair,TED_011,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,39,8,,,
argumentation,standard,1,2,-0.016925812,model-model-pair,TED_011,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,39,8,,,
argumentation,soft,1,2,-0.026507258,model-model-pair,TED_011,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,39,8,,,
argumentation,standard,1,1,0.17238033,model-model-pair,TED_011,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,39,14,,,
argumentation,soft,1,1,0.15189505,model-model-pair,TED_011,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,39,14,,,
argumentation,standard,1,2,0.13386339,model-model-pair,TED_011,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,39,14,,,
argumentation,soft,1,2,0.112576306,model-model-pair,TED_011,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,39,14,,,
argumentation,standard,1,1,0.5087623,model-model-pair,TED_011,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,8,14,,,
argumentation,soft,1,1,0.50805324,model-model-pair,TED_011,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,8,14,,,
argumentation,standard,1,2,0.42313212,model-model-pair,TED_011,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,8,14,,,
argumentation,soft,1,2,0.42231655,model-model-pair,TED_011,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,8,14,,,
argumentation,standard,1,1,0.23886871,model-model-pair,TED_012,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,17,6,,,
argumentation,soft,1,1,0.23802984,model-model-pair,TED_012,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,17,6,,,
argumentation,standard,1,2,0.20208442,model-model-pair,TED_012,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,17,6,,,
argumentation,soft,1,2,0.2012068,model-model-pair,TED_012,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,17,6,,,
argumentation,standard,1,1,0.2523967,model-model-pair,TED_012,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,17,9,,,
argumentation,soft,1,1,0.2497673,model-model-pair,TED_012,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,17,9,,,
argumentation,standard,1,2,0.2161457,model-model-pair,TED_012,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,17,9,,,
argumentation,soft,1,2,0.21341372,model-model-pair,TED_012,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,17,9,,,
argumentation,standard,1,1,0.42749548,model-model-pair,TED_012,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,9,,,
argumentation,soft,1,1,0.42749548,model-model-pair,TED_012,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,9,,,
argumentation,standard,1,2,0.36077178,model-model-pair,TED_012,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,9,,,
argumentation,soft,1,2,0.36077178,model-model-pair,TED_012,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,6,9,,,
argumentation,standard,1,1,0.16331577,model-model-pair,TED_015,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,61,12,,,
argumentation,soft,1,1,0.16720885,model-model-pair,TED_015,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,61,12,,,
argumentation,standard,1,2,0.15147501,model-model-pair,TED_015,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,61,12,,,
argumentation,soft,1,2,0.15466684,model-model-pair,TED_015,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,61,12,,,
argumentation,standard,1,1,0.29755443,model-model-pair,TED_015,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,61,21,,,
argumentation,soft,1,1,0.29023737,model-model-pair,TED_015,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,61,21,,,
argumentation,standard,1,2,0.2791853,model-model-pair,TED_015,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,61,21,,,
argumentation,soft,1,2,0.27158356,model-model-pair,TED_015,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,61,21,,,
argumentation,standard,1,1,0.48257142,model-model-pair,TED_015,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,21,,,
argumentation,soft,1,1,0.5086115,model-model-pair,TED_015,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,21,,,
argumentation,standard,1,2,0.49603212,model-model-pair,TED_015,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,21,,,
argumentation,soft,1,2,0.5214274,model-model-pair,TED_015,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,12,21,,,
argumentation,standard,1,1,0.13559031,model-model-pair,TED_016,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,43,10,,,
argumentation,soft,1,1,0.14527959,model-model-pair,TED_016,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,43,10,,,
argumentation,standard,1,2,0.07623088,model-model-pair,TED_016,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,43,10,,,
argumentation,soft,1,2,0.08520532,model-model-pair,TED_016,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,43,10,,,
argumentation,standard,1,1,0.16382253,model-model-pair,TED_016,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,43,32,,,
argumentation,soft,1,1,0.13261408,model-model-pair,TED_016,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,43,32,,,
argumentation,standard,1,2,0.10341406,model-model-pair,TED_016,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,43,32,,,
argumentation,soft,1,2,0.06890637,model-model-pair,TED_016,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,43,32,,,
argumentation,standard,1,1,0.2688688,model-model-pair,TED_016,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,32,,,
argumentation,soft,1,1,0.2666114,model-model-pair,TED_016,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,32,,,
argumentation,standard,1,2,0.2586633,model-model-pair,TED_016,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,32,,,
argumentation,soft,1,2,0.25533444,model-model-pair,TED_016,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,32,,,
argumentation,standard,1,1,0.35626417,model-model-pair,TED_017,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,10,10,,,
argumentation,soft,1,1,0.39467984,model-model-pair,TED_017,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,10,10,,,
argumentation,standard,1,2,0.26632518,model-model-pair,TED_017,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,10,10,,,
argumentation,soft,1,2,0.30412465,model-model-pair,TED_017,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,10,10,,,
argumentation,standard,1,1,0.13591516,model-model-pair,TED_017,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,10,6,,,
argumentation,soft,1,1,0.13591516,model-model-pair,TED_017,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,10,6,,,
argumentation,standard,1,2,0.089113474,model-model-pair,TED_017,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,10,6,,,
argumentation,soft,1,2,0.089113474,model-model-pair,TED_017,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,10,6,,,
argumentation,standard,1,1,0.19971132,model-model-pair,TED_017,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,6,,,
argumentation,soft,1,1,0.19971132,model-model-pair,TED_017,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,6,,,
argumentation,standard,1,2,0.20726699,model-model-pair,TED_017,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,6,,,
argumentation,soft,1,2,0.20726699,model-model-pair,TED_017,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,6,,,
argumentation,standard,1,1,0.23277092,model-model-pair,TED_018,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,30,10,,,
argumentation,soft,1,1,0.23127484,model-model-pair,TED_018,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,30,10,,,
argumentation,standard,1,2,0.2089687,model-model-pair,TED_018,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,30,10,,,
argumentation,soft,1,2,0.2074467,model-model-pair,TED_018,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,30,10,,,
argumentation,standard,1,1,0.3298748,model-model-pair,TED_018,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,30,18,,,
argumentation,soft,1,1,0.32843947,model-model-pair,TED_018,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,30,18,,,
argumentation,standard,1,2,0.29188627,model-model-pair,TED_018,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,30,18,,,
argumentation,soft,1,2,0.29032516,model-model-pair,TED_018,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,30,18,,,
argumentation,standard,1,1,0.52753085,model-model-pair,TED_018,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,18,,,
argumentation,soft,1,1,0.52746314,model-model-pair,TED_018,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,18,,,
argumentation,standard,1,2,0.4816944,model-model-pair,TED_018,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,18,,,
argumentation,soft,1,2,0.48162192,model-model-pair,TED_018,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,10,18,,,
argumentation,standard,1,1,0.5956199,model-model-pair,TED_019,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,7,,,
argumentation,soft,1,1,0.5956199,model-model-pair,TED_019,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,7,,,
argumentation,standard,1,2,0.5932964,model-model-pair,TED_019,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,7,,,
argumentation,soft,1,2,0.5932964,model-model-pair,TED_019,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,11,7,,,
argumentation,standard,1,1,0.16820145,model-model-pair,TED_019,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,30,,,
argumentation,soft,1,1,0.1668418,model-model-pair,TED_019,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,30,,,
argumentation,standard,1,2,0.16580367,model-model-pair,TED_019,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,30,,,
argumentation,soft,1,2,0.1644414,model-model-pair,TED_019,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,11,30,,,
argumentation,standard,1,1,0.29979694,model-model-pair,TED_019,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,7,30,,,
argumentation,soft,1,1,0.29979694,model-model-pair,TED_019,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,7,30,,,
argumentation,standard,1,2,0.30274034,model-model-pair,TED_019,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,7,30,,,
argumentation,soft,1,2,0.30274034,model-model-pair,TED_019,argumentation,Qwen vs Gemma,,,,,,,Qwen,Gemma,7,30,,,
argumentation,standard,1,1,0.21401912,model-model-pair,TED_020,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,35,13,,,
argumentation,soft,1,1,0.21080887,model-model-pair,TED_020,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,35,13,,,
argumentation,standard,1,2,0.1958605,model-model-pair,TED_020,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,35,13,,,
argumentation,soft,1,2,0.19259578,model-model-pair,TED_020,argumentation,Mistral vs Qwen,,,,,,,Mistral,Qwen,35,13,,,
argumentation,standard,1,1,0.25801098,model-model-pair,TED_020,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,35,29,,,
argumentation,soft,1,1,0.25032663,model-model-pair,TED_020,argumentation,Mistral vs Gemma,,,,,,,Mistral,Gemma,35,29,,,
