layer,gamma_type,alpha,beta,gamma,agreement_type,document,task_type,annotators,Luiza_annotations,Sara_annotations,human_annotator,model,human_annotations,model_annotations,model_a,model_b,model_a_annotations,model_b_annotations,Mistral_annotations,Qwen_annotations,Gemma_annotations
narration,standard,1,2,0.09371829,model-human,TED_020,narration,Mistral vs Sara,,,Sara,Mistral,5.0,5.0,,,,,,,
narration,soft,1,2,0.08913964,model-human,TED_020,narration,Mistral vs Sara,,,Sara,Mistral,5.0,5.0,,,,,,,
narration,standard,1,1,0.21903342,model-human,TED_020,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,9.0,,,,,,,
narration,soft,1,1,0.24081486,model-human,TED_020,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,9.0,,,,,,,
narration,standard,1,2,0.2466237,model-human,TED_020,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,9.0,,,,,,,
narration,soft,1,2,0.26646012,model-human,TED_020,narration,Qwen vs Luiza,,,Luiza,Qwen,23.0,9.0,,,,,,,
narration,standard,1,1,0.08898753,model-human,TED_020,narration,Qwen vs Sara,,,Sara,Qwen,5.0,9.0,,,,,,,
narration,soft,1,1,0.08685511,model-human,TED_020,narration,Qwen vs Sara,,,Sara,Qwen,5.0,9.0,,,,,,,
narration,standard,1,2,0.094726264,model-human,TED_020,narration,Qwen vs Sara,,,Sara,Qwen,5.0,9.0,,,,,,,
narration,soft,1,2,0.09149742,model-human,TED_020,narration,Qwen vs Sara,,,Sara,Qwen,5.0,9.0,,,,,,,
narration,standard,1,1,0.2893399,model-human,TED_020,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,10.0,,,,,,,
narration,soft,1,1,0.308967,model-human,TED_020,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,10.0,,,,,,,
narration,standard,1,2,0.3153839,model-human,TED_020,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,10.0,,,,,,,
narration,soft,1,2,0.33358634,model-human,TED_020,narration,Gemma vs Luiza,,,Luiza,Gemma,23.0,10.0,,,,,,,
narration,standard,1,1,0.05306351,model-human,TED_020,narration,Gemma vs Sara,,,Sara,Gemma,5.0,10.0,,,,,,,
narration,soft,1,1,0.051377714,model-human,TED_020,narration,Gemma vs Sara,,,Sara,Gemma,5.0,10.0,,,,,,,
narration,standard,1,2,0.07297659,model-human,TED_020,narration,Gemma vs Sara,,,Sara,Gemma,5.0,10.0,,,,,,,
narration,soft,1,2,0.071361065,model-human,TED_020,narration,Gemma vs Sara,,,Sara,Gemma,5.0,10.0,,,,,,,
narration,standard,1,1,0.64068294,model-model-pair,TED_001,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,soft,1,1,0.79006433,model-model-pair,TED_001,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,standard,1,2,0.7371657,model-model-pair,TED_001,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,soft,1,2,0.8436715,model-model-pair,TED_001,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,standard,1,1,0.51424,model-model-pair,TED_001,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,8.0,,,
narration,soft,1,1,0.77174807,model-model-pair,TED_001,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,8.0,,,
narration,standard,1,2,0.6293081,model-model-pair,TED_001,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,8.0,,,
narration,soft,1,2,0.82356995,model-model-pair,TED_001,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,8.0,,,
narration,standard,1,1,0.82970035,model-model-pair,TED_001,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,soft,1,1,0.93673325,model-model-pair,TED_001,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,standard,1,2,0.87133217,model-model-pair,TED_001,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,soft,1,2,0.9515959,model-model-pair,TED_001,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,standard,1,1,0.5428822,model-model-pair,TED_002,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,8.0,,,
narration,soft,1,1,0.5218173,model-model-pair,TED_002,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,8.0,,,
narration,standard,1,2,0.5036386,model-model-pair,TED_002,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,8.0,,,
narration,soft,1,2,0.4791898,model-model-pair,TED_002,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,8.0,,,
narration,standard,1,1,0.5090673,model-model-pair,TED_002,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,7.0,,,
narration,soft,1,1,0.48716998,model-model-pair,TED_002,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,7.0,,,
narration,standard,1,2,0.59008455,model-model-pair,TED_002,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,7.0,,,
narration,soft,1,2,0.5683093,model-model-pair,TED_002,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,7.0,,,
narration,standard,1,1,0.3499515,model-model-pair,TED_002,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,7.0,,,
narration,soft,1,1,0.32995874,model-model-pair,TED_002,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,7.0,,,
narration,standard,1,2,0.47837305,model-model-pair,TED_002,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,7.0,,,
narration,soft,1,2,0.45733315,model-model-pair,TED_002,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,7.0,,,
narration,standard,1,1,0.21273404,model-model-pair,TED_004,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,3.0,,,
narration,soft,1,1,0.2060458,model-model-pair,TED_004,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,3.0,,,
narration,standard,1,2,0.3254764,model-model-pair,TED_004,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,3.0,,,
narration,soft,1,2,0.3205726,model-model-pair,TED_004,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,3.0,,,
narration,standard,1,1,-0.13176787,model-model-pair,TED_004,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,6.0,,,
narration,soft,1,1,0.12307805,model-model-pair,TED_004,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,6.0,,,
narration,standard,1,2,-0.09626162,model-model-pair,TED_004,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,6.0,,,
narration,soft,1,2,0.1511569,model-model-pair,TED_004,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,6.0,,,
narration,standard,1,1,-0.42359793,model-model-pair,TED_004,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,3.0,6.0,,,
narration,soft,1,1,-0.23016942,model-model-pair,TED_004,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,3.0,6.0,,,
narration,standard,1,2,-0.26118636,model-model-pair,TED_004,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,3.0,6.0,,,
narration,soft,1,2,-0.0936023,model-model-pair,TED_004,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,3.0,6.0,,,
narration,standard,1,1,0.7853709,model-model-pair,TED_005,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,7.0,,,
narration,soft,1,1,0.77943504,model-model-pair,TED_005,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,7.0,,,
narration,standard,1,2,0.833377,model-model-pair,TED_005,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,7.0,,,
narration,soft,1,2,0.82728356,model-model-pair,TED_005,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,6.0,7.0,,,
narration,standard,1,1,0.61179644,model-model-pair,TED_005,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,8.0,,,
narration,soft,1,1,0.6071108,model-model-pair,TED_005,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,8.0,,,
narration,standard,1,2,0.67690766,model-model-pair,TED_005,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,8.0,,,
narration,soft,1,2,0.67388636,model-model-pair,TED_005,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,6.0,8.0,,,
narration,standard,1,1,0.77137756,model-model-pair,TED_005,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,soft,1,1,0.76682836,model-model-pair,TED_005,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,standard,1,2,0.82109463,model-model-pair,TED_005,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,soft,1,2,0.8169331,model-model-pair,TED_005,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,8.0,,,
narration,standard,1,1,0.32552385,model-model-pair,TED_006,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,4.0,,,
narration,soft,1,1,0.5170357,model-model-pair,TED_006,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,4.0,,,
narration,standard,1,2,0.32566893,model-model-pair,TED_006,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,4.0,,,
narration,soft,1,2,0.4865893,model-model-pair,TED_006,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,4.0,,,
narration,standard,1,1,0.5034586,model-model-pair,TED_006,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,10.0,,,
narration,soft,1,1,0.5885974,model-model-pair,TED_006,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,10.0,,,
narration,standard,1,2,0.5940556,model-model-pair,TED_006,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,10.0,,,
narration,soft,1,2,0.6625247,model-model-pair,TED_006,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,10.0,,,
narration,standard,1,1,0.12877446,model-model-pair,TED_006,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,4.0,10.0,,,
narration,soft,1,1,0.26531935,model-model-pair,TED_006,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,4.0,10.0,,,
narration,standard,1,2,0.24765545,model-model-pair,TED_006,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,4.0,10.0,,,
narration,soft,1,2,0.3652805,model-model-pair,TED_006,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,4.0,10.0,,,
narration,standard,1,1,-0.0183177,model-model-pair,TED_007,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,5.0,,,
narration,soft,1,1,-0.0183177,model-model-pair,TED_007,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,5.0,,,
narration,standard,1,2,-0.08523929,model-model-pair,TED_007,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,5.0,,,
narration,soft,1,2,-0.08523929,model-model-pair,TED_007,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,1.0,5.0,,,
narration,standard,1,1,0.18168175,model-model-pair,TED_007,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,5.0,,,
narration,soft,1,1,0.18034571,model-model-pair,TED_007,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,5.0,,,
narration,standard,1,2,0.22872901,model-model-pair,TED_007,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,5.0,,,
narration,soft,1,2,0.22566462,model-model-pair,TED_007,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,1.0,5.0,,,
narration,standard,1,1,0.5998149,model-model-pair,TED_007,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,soft,1,1,0.67964923,model-model-pair,TED_007,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,standard,1,2,0.53240013,model-model-pair,TED_007,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,soft,1,2,0.6034237,model-model-pair,TED_007,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,standard,1,1,-0.42304432,model-model-pair,TED_008,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,0.0,5.0,,,
narration,soft,1,1,-0.4351765,model-model-pair,TED_008,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,0.0,5.0,,,
narration,standard,1,2,-0.19481516,model-model-pair,TED_008,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,0.0,5.0,,,
narration,soft,1,2,-0.21188211,model-model-pair,TED_008,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,0.0,5.0,,,
narration,standard,1,1,-0.58275294,model-model-pair,TED_008,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,0.0,5.0,,,
narration,soft,1,1,-0.64033663,model-model-pair,TED_008,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,0.0,5.0,,,
narration,standard,1,2,-0.42014694,model-model-pair,TED_008,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,0.0,5.0,,,
narration,soft,1,2,-0.47121406,model-model-pair,TED_008,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,0.0,5.0,,,
narration,standard,1,1,0.11175126,model-model-pair,TED_008,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,soft,1,1,0.32875615,model-model-pair,TED_008,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,standard,1,2,0.29342163,model-model-pair,TED_008,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,soft,1,2,0.46825892,model-model-pair,TED_008,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,5.0,5.0,,,
narration,standard,1,1,0.45434928,model-model-pair,TED_010,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,8.0,,,
narration,soft,1,1,0.43401396,model-model-pair,TED_010,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,8.0,,,
narration,standard,1,2,0.54928005,model-model-pair,TED_010,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,8.0,,,
narration,soft,1,2,0.5284029,model-model-pair,TED_010,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,8.0,,,
narration,standard,1,1,0.2987383,model-model-pair,TED_010,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,5.0,,,
narration,soft,1,1,0.37767965,model-model-pair,TED_010,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,5.0,,,
narration,standard,1,2,0.32938462,model-model-pair,TED_010,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,5.0,,,
narration,soft,1,2,0.3984084,model-model-pair,TED_010,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,5.0,,,
narration,standard,1,1,0.2517115,model-model-pair,TED_010,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,5.0,,,
narration,soft,1,1,0.23266631,model-model-pair,TED_010,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,5.0,,,
narration,standard,1,2,0.3110544,model-model-pair,TED_010,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,5.0,,,
narration,soft,1,2,0.2921325,model-model-pair,TED_010,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,8.0,5.0,,,
narration,standard,1,1,0.31810188,model-model-pair,TED_011,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,soft,1,1,0.3125822,model-model-pair,TED_011,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,standard,1,2,0.32129395,model-model-pair,TED_011,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,soft,1,2,0.31537157,model-model-pair,TED_011,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,7.0,,,
narration,standard,1,1,0.25814408,model-model-pair,TED_011,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,6.0,,,
narration,soft,1,1,0.25394422,model-model-pair,TED_011,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,6.0,,,
narration,standard,1,2,0.24164575,model-model-pair,TED_011,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,6.0,,,
narration,soft,1,2,0.23548168,model-model-pair,TED_011,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,6.0,,,
narration,standard,1,1,0.51935214,model-model-pair,TED_011,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,6.0,,,
narration,soft,1,1,0.5709363,model-model-pair,TED_011,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,6.0,,,
narration,standard,1,2,0.58419096,model-model-pair,TED_011,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,6.0,,,
narration,soft,1,2,0.6285278,model-model-pair,TED_011,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,6.0,,,
narration,standard,1,1,0.49473614,model-model-pair,TED_012,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,11.0,,,
narration,soft,1,1,0.47638184,model-model-pair,TED_012,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,11.0,,,
narration,standard,1,2,0.5788562,model-model-pair,TED_012,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,11.0,,,
narration,soft,1,2,0.5581464,model-model-pair,TED_012,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,8.0,11.0,,,
narration,standard,1,1,0.30620784,model-model-pair,TED_012,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,14.0,,,
narration,soft,1,1,0.28488475,model-model-pair,TED_012,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,14.0,,,
narration,standard,1,2,0.33910763,model-model-pair,TED_012,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,14.0,,,
narration,soft,1,2,0.32030672,model-model-pair,TED_012,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,8.0,14.0,,,
narration,standard,1,1,0.5372502,model-model-pair,TED_012,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,11.0,14.0,,,
narration,soft,1,1,0.5219161,model-model-pair,TED_012,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,11.0,14.0,,,
narration,standard,1,2,0.6132833,model-model-pair,TED_012,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,11.0,14.0,,,
narration,soft,1,2,0.59793216,model-model-pair,TED_012,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,11.0,14.0,,,
narration,standard,1,1,0.44443786,model-model-pair,TED_015,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,12.0,9.0,,,
narration,soft,1,1,0.5386056,model-model-pair,TED_015,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,12.0,9.0,,,
narration,standard,1,2,0.5200868,model-model-pair,TED_015,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,12.0,9.0,,,
narration,soft,1,2,0.5999621,model-model-pair,TED_015,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,12.0,9.0,,,
narration,standard,1,1,0.28799915,model-model-pair,TED_015,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,12.0,13.0,,,
narration,soft,1,1,0.28192657,model-model-pair,TED_015,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,12.0,13.0,,,
narration,standard,1,2,0.20285803,model-model-pair,TED_015,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,12.0,13.0,,,
narration,soft,1,2,0.19555783,model-model-pair,TED_015,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,12.0,13.0,,,
narration,standard,1,1,0.23452163,model-model-pair,TED_015,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,13.0,,,
narration,soft,1,1,0.26271266,model-model-pair,TED_015,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,13.0,,,
narration,standard,1,2,0.29882127,model-model-pair,TED_015,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,13.0,,,
narration,soft,1,2,0.3192895,model-model-pair,TED_015,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,13.0,,,
narration,standard,1,1,0.7075422,model-model-pair,TED_016,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,6.0,,,
narration,soft,1,1,0.70685923,model-model-pair,TED_016,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,6.0,,,
narration,standard,1,2,0.721052,model-model-pair,TED_016,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,6.0,,,
narration,soft,1,2,0.72043073,model-model-pair,TED_016,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,6.0,,,
narration,standard,1,1,0.356187,model-model-pair,TED_016,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,15.0,,,
narration,soft,1,1,0.35086048,model-model-pair,TED_016,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,15.0,,,
narration,standard,1,2,0.38312566,model-model-pair,TED_016,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,15.0,,,
narration,soft,1,2,0.37823725,model-model-pair,TED_016,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,5.0,15.0,,,
narration,standard,1,1,0.42440492,model-model-pair,TED_016,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,6.0,15.0,,,
narration,soft,1,1,0.55606973,model-model-pair,TED_016,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,6.0,15.0,,,
narration,standard,1,2,0.4538648,model-model-pair,TED_016,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,6.0,15.0,,,
narration,soft,1,2,0.57800126,model-model-pair,TED_016,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,6.0,15.0,,,
narration,standard,1,1,0.6223305,model-model-pair,TED_017,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,7.0,9.0,,,
narration,soft,1,1,0.72203624,model-model-pair,TED_017,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,7.0,9.0,,,
narration,standard,1,2,0.63540655,model-model-pair,TED_017,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,7.0,9.0,,,
narration,soft,1,2,0.70563805,model-model-pair,TED_017,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,7.0,9.0,,,
narration,standard,1,1,0.23371482,model-model-pair,TED_017,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,7.0,15.0,,,
narration,soft,1,1,0.3704697,model-model-pair,TED_017,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,7.0,15.0,,,
narration,standard,1,2,0.31536663,model-model-pair,TED_017,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,7.0,15.0,,,
narration,soft,1,2,0.416817,model-model-pair,TED_017,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,7.0,15.0,,,
narration,standard,1,1,0.3246959,model-model-pair,TED_017,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,15.0,,,
narration,soft,1,1,0.47285098,model-model-pair,TED_017,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,15.0,,,
narration,standard,1,2,0.39363694,model-model-pair,TED_017,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,15.0,,,
narration,soft,1,2,0.47040588,model-model-pair,TED_017,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,9.0,15.0,,,
narration,standard,1,1,0.8380366,model-model-pair,TED_018,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,9.0,10.0,,,
narration,soft,1,1,0.82383865,model-model-pair,TED_018,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,9.0,10.0,,,
narration,standard,1,2,0.8570762,model-model-pair,TED_018,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,9.0,10.0,,,
narration,soft,1,2,0.84535766,model-model-pair,TED_018,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,9.0,10.0,,,
narration,standard,1,1,0.7032921,model-model-pair,TED_018,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,9.0,12.0,,,
narration,soft,1,1,0.6932527,model-model-pair,TED_018,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,9.0,12.0,,,
narration,standard,1,2,0.73782873,model-model-pair,TED_018,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,9.0,12.0,,,
narration,soft,1,2,0.72975266,model-model-pair,TED_018,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,9.0,12.0,,,
narration,standard,1,1,0.71185195,model-model-pair,TED_018,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,10.0,12.0,,,
narration,soft,1,1,0.7045363,model-model-pair,TED_018,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,10.0,12.0,,,
narration,standard,1,2,0.7660723,model-model-pair,TED_018,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,10.0,12.0,,,
narration,soft,1,2,0.7592786,model-model-pair,TED_018,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,10.0,12.0,,,
narration,standard,1,1,0.029389441,model-model-pair,TED_019,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,27.0,7.0,,,
narration,soft,1,1,0.26254827,model-model-pair,TED_019,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,27.0,7.0,,,
narration,standard,1,2,0.052401304,model-model-pair,TED_019,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,27.0,7.0,,,
narration,soft,1,2,0.26214063,model-model-pair,TED_019,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,27.0,7.0,,,
narration,standard,1,1,0.03508061,model-model-pair,TED_019,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,27.0,28.0,,,
narration,soft,1,1,0.069463074,model-model-pair,TED_019,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,27.0,28.0,,,
narration,standard,1,2,-0.14538932,model-model-pair,TED_019,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,27.0,28.0,,,
narration,soft,1,2,-0.14412045,model-model-pair,TED_019,narration,Mistral vs Gemma,,,,,,,Mistral,Gemma,27.0,28.0,,,
narration,standard,1,1,0.032940626,model-model-pair,TED_019,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,28.0,,,
narration,soft,1,1,0.08982366,model-model-pair,TED_019,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,28.0,,,
narration,standard,1,2,0.10998708,model-model-pair,TED_019,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,28.0,,,
narration,soft,1,2,0.1622479,model-model-pair,TED_019,narration,Qwen vs Gemma,,,,,,,Qwen,Gemma,7.0,28.0,,,
narration,standard,1,1,0.45610523,model-model-pair,TED_020,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,9.0,,,
narration,soft,1,1,0.44717634,model-model-pair,TED_020,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,9.0,,,
narration,standard,1,2,0.47570384,model-model-pair,TED_020,narration,Mistral vs Qwen,,,,,,,Mistral,Qwen,5.0,9.0,,,
